ID,SeriousDlqin2yrs
1,0.079833429829979
2,0.0356890632811752
3,0.0111977533936422
4,0.0505577573456457
5,0.110587581186072
6,0.0359639035416487
7,0.0510714133338249
8,0.0390482376291158
9,0.00679491741997263
10,0.399126807100751
11,0.0117004016014675
12,0.0230591231526269
13,0.00850366203622484
14,0.047880532780654
15,0.0470255832240272
16,0.0205360665108921
17,0.0271108936437524
18,0.0155450075875362
19,0.246308640292002
20,0.0748216728351535
21,0.0111361439482783
22,0.0142886416849338
23,0.0070729294046633
24,0.572771592514131
25,0.0646873008948034
26,0.0208413068649018
27,0.0822394057771666
28,0.00822358275129854
29,0.0463367413519962
30,0.0246330245820005
31,0.047178246892919
32,0.0081182982339175
33,0.0143593211604016
34,0.0662499831269151
35,0.374018565614909
36,0.0572252099727067
37,0.0382883507973272
38,0.0167525899157199
39,0.0118375286977696
40,0.0429209321453606
41,0.361617702991384
42,0.299667471659725
43,0.0790266830315208
44,0.0083556926754018
45,0.0355518298468144
46,0.00585811217161828
47,0.00623459900858175
48,0.0179882229160077
49,0.0166629619105401
50,0.0267391958916739
51,0.0183045453860670
52,0.0167208413915402
53,0.0103685399459245
54,0.041972781820433
55,0.023196051007093
56,0.0727069320729302
57,0.0069995835733429
58,0.235505272605305
59,0.0922015989227624
60,0.0637464225991899
61,0.0260138933894775
62,0.0107878478942051
63,0.0362862567709031
64,0.0138573862559054
65,0.0291964502458299
66,0.0133478789348464
67,0.0154058511948858
68,0.135788980860618
69,0.00685457827458348
70,0.586711323259429
71,0.0168098037778826
72,0.138698137689066
73,0.00696798966588788
74,0.215606476803865
75,0.0133319178006697
76,0.0594119202444222
77,0.0858360128052035
78,0.0311064074048603
79,0.0402696166999919
80,0.0240837703196532
81,0.0130559685478197
82,0.0152896878677264
83,0.0461869629344093
84,0.0127577986227960
85,0.0153850199629350
86,0.0131804214420558
87,0.0749580674091207
88,0.0140071787834351
89,0.0266207227606099
90,0.0250332847967495
91,0.0654704946140563
92,0.0122925816061843
93,0.0159210613890023
94,0.0165509457382973
95,0.00912695794819397
96,0.230866280950483
97,0.0288784761672554
98,0.0843162356878573
99,0.0175087208070936
100,0.0165337623075620
101,0.0635652861610357
102,0.0884150056014568
103,0.0082125648242313
104,0.0578440102802597
105,0.116900812155673
106,0.0171890348214472
107,0.346773810759227
108,0.0228398318544057
109,0.0080293729200645
110,0.0270241390508113
111,0.0208910219097907
112,0.0266731544266292
113,0.0211287683491714
114,0.468552416771383
115,0.0873103753496665
116,0.0200261692254489
117,0.00549475859787022
118,0.0813542510596526
119,0.0149935142952306
120,0.00789135082495463
121,0.00890811923000722
122,0.0632312121675089
123,0.0110243276191592
124,0.447828097478817
125,0.0118169265601854
126,0.0180507545708224
127,0.00669108060913903
128,0.0190560486335495
129,0.00927877945607159
130,0.0387279065193123
131,0.0276731460895199
132,0.0666338037819828
133,0.0179168423921175
134,0.154185481907571
135,0.167441629422814
136,0.0157689983717076
137,0.186422655775465
138,0.0539260486379405
139,0.0115977199754695
140,0.0154018238296005
141,0.00613174684408447
142,0.0110398976268822
143,0.00686839106259932
144,0.0178773645123563
145,0.277662623673474
146,0.0148656412513835
147,0.00673706091147069
148,0.0998207667440543
149,0.00692931442802154
150,0.0334665830566626
151,0.00599790842567716
152,0.0133998589562577
153,0.0097652982991843
154,0.0121018926658513
155,0.0144919973835015
156,0.0162550690835975
157,0.0611466111533067
158,0.0094782556173108
159,0.140888440804886
160,0.0162378386174409
161,0.00565958234593751
162,0.0137608030914135
163,0.0134396367084525
164,0.0452967145347663
165,0.0154936995401622
166,0.0183424435524593
167,0.642402273643051
168,0.0288763817037406
169,0.185773597031992
170,0.00994868436951892
171,0.00588981285507524
172,0.0107766340764395
173,0.0200392671092552
174,0.0487866685998302
175,0.0167771825767739
176,0.408499631746276
177,0.0272118098859209
178,0.0746895529693605
179,0.0118280966830502
180,0.0111476310218033
181,0.0509626776130808
182,0.00995118788227246
183,0.025308649836763
184,0.0163984984325335
185,0.104607256423765
186,0.00863693333363197
187,0.0132886316610296
188,0.0270322870546451
189,0.0470469403671903
190,0.0294100888194933
191,0.0206229778335638
192,0.0390756440423019
193,0.0170189700133145
194,0.0604591644551222
195,0.0151996112662748
196,0.0302423358660244
197,0.0201996283236313
198,0.0128786941668397
199,0.0116495076009142
200,0.00847917490698624
201,0.0609396055927936
202,0.0386220707196466
203,0.395299495402788
204,0.0643567330126091
205,0.0537859123172456
206,0.00622604341791698
207,0.0267313301119369
208,0.00716825573554084
209,0.0698761687198125
210,0.00666633543792999
211,0.108378347155123
212,0.0218072981287497
213,0.0269169536163681
214,0.0132557517540945
215,0.0178691036455355
216,0.0628823309162312
217,0.00909434087294336
218,0.0777276742718496
219,0.0132596824344241
220,0.00593940158598033
221,0.0187636722921747
222,0.0130206136745659
223,0.0211225746122457
224,0.0166005562939177
225,0.0154235652100812
226,0.0779847491558373
227,0.0162930101878356
228,0.0642189345386981
229,0.0977370163943788
230,0.380881056413334
231,0.351861645688116
232,0.0146202868725876
233,0.0113405737861455
234,0.0238707211292228
235,0.00631207792990435
236,0.277558850796092
237,0.127294953754725
238,0.00815859249796441
239,0.0228819070215562
240,0.0148961487755052
241,0.0423051923982705
242,0.0119881637175361
243,0.00732681117716191
244,0.0211976075375511
245,0.0747339417099346
246,0.0106220042105102
247,0.0278919493810368
248,0.00692701315181527
249,0.0199046277267637
250,0.219029307702953
251,0.030153918702125
252,0.385033278846213
253,0.00759916285831694
254,0.0898594834941948
255,0.0070236689873403
256,0.0114354752950857
257,0.0327465566476544
258,0.132546522507080
259,0.0325580860020870
260,0.112262139686771
261,0.0116324559650274
262,0.0171626604364378
263,0.00824764098356293
264,0.0387621412997969
265,0.0780389643883616
266,0.0148167016863407
267,0.0724802458266756
268,0.0369797709041370
269,0.223199905702466
270,0.00758898243632079
271,0.0272687847393919
272,0.044785753561894
273,0.00886876434253142
274,0.0135136207785541
275,0.00918773415210835
276,0.0178143067437622
277,0.0122159956812342
278,0.00880547659132218
279,0.0728845291684324
280,0.0231799583164381
281,0.528702717208656
282,0.0500077550196316
283,0.0631054818518254
284,0.00848516445684545
285,0.0104130532126094
286,0.0111623976973356
287,0.0153094944364206
288,0.039504521117481
289,0.0649154817073059
290,0.0789641987457967
291,0.400510461728941
292,0.00762709831595468
293,0.023813104861888
294,0.0122787474837515
295,0.0052852563021142
296,0.0194672479889419
297,0.0145151534195421
298,0.0201739279792469
299,0.00613959099670923
300,0.00715031534242257
301,0.0732337500151749
302,0.00778127276249239
303,0.00987972243275475
304,0.036743805642641
305,0.397132768274452
306,0.0217786275487107
307,0.0069901343334007
308,0.278203750795499
